timestamp,price,volume,market_cap
1625702400000,0.00027931689381009955,22.345351504807965,0.0
1625788800000,0.00027931689381009955,22.345351504807965,0.0
1625875200000,0.0002480453475905825,56.86417269432822,0.0
1625961600000,0.0002480453475905825,56.86417269432822,0.0
1626048000000,0.00024743412285080813,244.6238155702932,0.0
1626134400000,0.00015617731846152193,12809.518524631983,0.0
1626220800000,0.0001920989316254389,18507.190026357202,0.0
1626307200000,0.0001971044098165434,19328.2009133881,0.0
1626393600000,0.00013748057982573,214.81219614860066,0.0
1626480000000,0.00013748057982573,214.81219614860066,0.0
1626566400000,0.00011237743423718267,14115.370659671766,0.0
1626652800000,0.00011856346463186965,17796.428327731537,0.0
1626739200000,0.00017376897686107655,26148.35409270307,0.0
1626825600000,0.00017172854748362753,25801.600450067763,0.0
1626912000000,0.0001233260454445123,18512.97882409885,0.0
1626998400000,0.00012096978527721293,18041.61739628061,0.0
1627084800000,0.00011668212693369636,17530.384498700114,0.0
1627171200000,0.00013418566098905713,20161.461180394057,0.0
1627257600000,0.0001503385030920141,22576.70324795932,0.0
1627344000000,0.00014185283400446793,21205.15927796942,0.0
1627430400000,0.0001473482074133601,22162.36124844685,0.0
1627516800000,0.00014392038161921612,21588.127547988835,0.0
1627603200000,0.00014117043536576292,21260.5813173765,0.0
1627689600000,0.00011879278473112651,17902.659435940946,0.0
1627776000000,0.00011424795884946366,17158.01463821058,0.0
1627862400000,0.00012188465972872009,18300.874411955225,0.0
1627948800000,0.0001200852042492604,18024.0904660701,0.0
1628035200000,0.00014690918106156445,22056.298646514257,0.0
1628121600000,0.00015278120991467695,22927.95627508393,0.0
1628208000000,0.00014739997279877314,22048.641477098336,0.0
1628294400000,0.000153530221839891,23029.600952105433,0.0
1628380800000,0.0001504441755002925,22876.01167281021,0.0
1628467200000,0.0001406170296276097,17236.942740360893,0.0
1628553600000,0.00012813816524980331,19270.3811967997,0.0
1628640000000,0.00014084656920378125,21149.02219253084,0.0
1628726400000,0.00014015283686989773,21008.386075187776,0.0
1628812800000,0.000144607436770755,521.6957089643382,0.0
1628899200000,0.00014489209069237403,4362.264609640725,0.0
1628985600000,0.00014005616138832805,3408.2217853796224,0.0
1629072000000,0.00014062300065603592,3098.4823871484728,0.0
1629158400000,0.00013984670325325324,3277.808477569724,0.0
1629244800000,0.0001402631477071646,2184.641880878045,0.0
1629331200000,0.00012967750801057864,3157.34071055765,0.0
1629417600000,0.00013062368620523913,2426.2183634976413,0.0
1629504000000,0.0001293007754530468,2103.8422630126274,0.0
1629590400000,0.00012812355461539474,1425.5272811857235,0.0
1629676800000,0.00014114544768332153,3371.009331619183,0.0
1629763200000,0.0002999247836048347,3203.597868290184,0.0
1629849600000,0.00028779948443504946,2667.855633274574,0.0
1629936000000,0.0002951611204745303,3516.3602729908816,0.0
1630022400000,0.00029051232282609093,4335.153520067477,0.0
1630108800000,0.00029363668490440793,10.860152791189527,0.0
1630195200000,0.00029894509955699183,3470.8806739373254,0.0
1630281600000,0.0004312520924651355,4390.353043548207,0.0
1630368000000,0.00037754038754798534,2958.2997084044146,566206.4101924476
1630454400000,0.00040038722153073406,2961.6492231033103,596576.9600807938
1630540800000,0.0003999066139705319,3433.581791379814,594957.9175419848
1630627200000,0.001561354301058049,10083.727271364385,2334539.628012928
1630713600000,0.0013836761858913788,5996.494669096052,2055938.970429305
1630800000000,0.0010877173660379983,4592.97810844128,1620698.875396617
1630886400000,0.000632613286742622,2845.656161309088,941206.7360704745
1630972800000,0.0004977287757513143,6210.4487101304,741615.8758694583
1631059200000,0.0005436240279580668,2714.5106026553917,810462.2980923895
1631145600000,0.00020957010234023865,2638.7533017875367,332544.1101996245
1631232000000,0.00021591311593485086,1621.9320375788438,322172.5790978913
1631318400000,0.000233526111226867,5275.4118075864535,347538.61025321524
1631404800000,0.00023676499347543117,3511.9891467659654,353352.3691445173
1631491200000,0.00024946408303587025,473.78585362374537,372421.678793402
1631577600000,0.00016083187841413132,3407.823756070817,239503.2517169764
1631664000000,0.0002506492827854632,3298.457510960785,373340.6051812785
1631750400000,0.00022929136497238528,4764.247688163369,342149.99412277923
1631836800000,0.0002470684616650431,458.93236058904967,368279.2239276799
1631923200000,0.00015648067243453402,1151.0979579635484,233134.9923639836
1632009600000,0.00014948102555101551,1567.7166462979537,222726.7280710131
1632096000000,0.00014937292498555388,1034.6133097652605,222625.56591286114
1632182400000,0.00015608783634418844,362.84952076191007,232503.64050184665
1632268800000,0.0002544927700602936,2657.2278347946185,379194.22738983744
1632355200000,0.0001692219447529603,609.2730596888822,252127.15858022743
1632441600000,0.00020300670826578978,3104.9968873895955,302539.79267015884
1632528000000,0.00019131222549590354,1324.7477321299232,295383.7730134444
1632614400000,0.00018072492481598397,212.48083379376132,269358.4052583162
1632700800000,0.0001823058540513757,2589.819735589419,275167.68700518383
1632787200000,0.0001792315529824835,1509.0943748808918,268972.16799972183
1632873600000,0.00017461672187333094,854.9925404812856,261560.869884666
1632960000000,0.00014985417164726852,577.5428674351832,223100.3991957014
1633046400000,0.00014551245708404958,342.56058665935797,216202.99201061213
1633132800000,0.00014492552828735875,1667.1740819537263,215765.99068152366
1633219200000,0.00024065011532447962,2301.6460332677675,358568.6718334746
1633305600000,0.00018067833855435643,2340.926031737451,269210.72444599104
1633392000000,0.00011258010921410939,466.48840379291096,167744.362729023
1633478400000,0.0001475331857741229,144.48116930761668,219710.0402633136
1633564800000,0.00014545127601527707,995.3845496027826,217120.86379369514
1633651200000,0.00017448462361032511,2525.400272566279,259982.0891793844
