timestamp,price,volume,market_cap
1749243696973,2.430092541835773,346968.8276570971,0.0
1749247435093,2.422374702035814,347614.8562732195,0.0
1749251114263,2.4060596304205397,345273.6159730031,0.0
1749254625066,2.4306708868679134,361065.0968588497,0.0
1749258225511,2.4176995645151806,363078.9825043437,0.0
1749261818379,2.435268393412914,372818.74894025276,0.0
1749265423263,2.438530071799813,373256.0384383697,0.0
1749268932388,2.491898943198293,400738.2603938806,0.0
1749272519732,2.4640511103237257,448154.1203835762,0.0
1749276119718,2.4905266830000796,456168.6439301099,0.0
1749279725838,2.485966119842222,455333.32426641067,0.0
1749283322995,2.486963887296508,393295.90399550385,0.0
1749286916257,2.474010118540782,271079.4014809922,0.0
1749290521754,2.465813957157302,265291.31001221394,0.0
1749294123221,2.499436736678838,250271.51406139357,3109326.184370282
1749297710900,2.501400018240837,250468.09973281302,3111768.5530133247
1749301440329,2.502175455027717,249848.36089418433,3102893.622365
1749305033520,2.5094595746381567,285714.09943711665,3121798.9625279317
1749308635909,2.5021738085068703,276287.10369129654,3112705.061829419
1749312248596,2.516126091733208,200041.33662264247,3130111.4410406104
1749315840665,2.4967322153360616,198342.82151778185,3110893.253785446
1749319442790,2.4990690171618892,197939.42091040598,3105552.196061472
1749322802429,2.495464238761541,154694.27076805354,3104412.9880492357
1749326403083,2.5212760141904953,156294.34730499182,3136463.113945572
1749330000329,2.520822521009463,156204.6783104365,3135930.3555620946
1749333600752,2.5697419121175584,159164.58911614746,3196786.6047716015
1749337200273,2.576251886288868,159430.64499227228,3179403.43351731
1749341015430,2.5333020758362372,156772.70769227375,3181838.0485790153
1749344610018,2.5683199521688103,142872.7488808653,3195017.6712863967
1749348208304,2.549691562760472,128928.48615570618,3194703.9702625913
1749351808808,2.5654996101621377,129560.76827546286,3172604.9345663046
1749355414612,2.5509892357954076,128815.20443178636,3175953.2975952053
1749359007716,2.523876207333456,53422.46508694978,3139699.1415366665
1749362613448,2.505964182182646,50527.61579771346,3117445.10231241
1749366213811,2.5058934930899213,50526.190497486234,3117357.087941393
1749369733463,2.5058714686393087,50525.746419719035,3117331.085449103
1749373344401,2.504624460862311,36521.559836294145,3115779.794349109
1749376936576,2.4837979360274067,114366.38469811047,3089926.803096718
1749380553621,2.47254560319381,113820.48239423803,3075812.917005415
1749384171267,2.4909524881027756,114667.81985770381,3095488.171896338
1749387780611,2.4856775502999358,114271.41871410792,3087425.6510634846
1749391381198,2.4951029633125055,83314.51929936688,3103934.948887759
1749394962889,2.4999179275773176,88010.0854863939,3109924.81627157
1749398573328,2.506875022879571,91826.78192602894,3115573.6443701396
1749402187914,2.509323738684397,85278.46365298697,3121625.551094011
1749405775545,2.481311639586449,158799.47600896104,3091658.026145722
1749409377061,2.5144929980959154,196115.68821150315,3128083.35760388
1749412971977,2.5317071646027016,197381.5016219617,3149470.9693772397
1749416645095,2.5311910198392926,197431.34218670716,3148828.8797346926
1749420244854,2.426148553846345,199885.53351041107,3018154.9211418163
1749423734036,2.3875275397780067,196703.62530057607,2984851.567015686
1749427348596,2.5027679106322984,196518.40375625246,3113470.2258751676
1749430858778,2.4975430708628656,197642.1016597115,3107109.5092001604
1749434537339,2.5067044294348646,198367.08221494275,3118308.569257401
1749438124753,2.508563825732758,198420.48818585658,3120680.4066595393
1749441722144,2.5124781110478263,199136.2391263211,3089886.9707367434
1749445321102,2.5413447280054475,202404.39485442144,3161460.202009223
1749449030551,2.624558459992991,240218.35493247435,3264978.739312571
1749452590639,2.641304645213463,255952.7666836144,3285815.8078300795
1749456177162,2.6349751797981713,239870.27902151542,3261987.520274064
1749459774771,2.6823403855336836,335538.84614714474,3336864.364285302
1749463359152,2.7122023872041363,341148.02707967925,3374008.9695229675
1749466960689,2.7102112494711155,340897.5764818667,3371501.729898873
1749470573331,2.7530064417253044,354577.93649091426,3424648.4099477846
1749474145766,2.7521618335056326,357422.5013014472,3424106.81283384
1749477744350,2.7842767180336336,358685.4753133304,3463670.2130342857
1749481355544,2.844055182750008,388727.5655692183,3538035.266722361
1749484972524,2.827184883949706,388127.24127096054,3510077.228626104
1749488572695,2.827866749408211,421280.9866503643,3527972.462090921
1749492177143,2.821991193164286,430159.8784197917,3513140.189587245
1749495778402,2.788264078250864,387758.59656543727,3461094.0434743008
1749499369053,2.8089501045487317,392672.64417902584,3494364.1714952043
1749502972972,2.8266188521353395,396459.9989658538,3490806.6065746085
1749506578671,2.8986154788803074,406868.85776004236,3605904.3504847405
1749510167677,2.8758431314234474,403672.38031562243,3577549.1528357877
1749513711931,2.8790061651328616,403167.62087082816,3581572.032833918
1749517325048,2.9193182220509715,410228.8875381017,3631596.663506421
1749520987359,2.9015027424657904,407725.41795538104,3620753.246288356
1749524589126,2.929661145866682,411682.29748113605,3644530.0064818286
1749528190028,2.9366696035831694,412667.1410623105,3653284.3059429433
1749531654439,2.9484190972339954,410751.85738827987,3667865.0999327386
1749535384890,2.940586639937491,368731.0065145964,3653065.3792942376
1749538986064,2.9686648040307264,375912.72214044654,3693050.9771551676
1749542586084,2.9489127453458974,388657.0466534335,3668473.797511072
1749546184542,2.914374609820202,232956.191780135,3625456.9603342735
1749549662426,2.921055708733196,232874.53178289288,3633824.7500407784
1749553272270,2.9090946172812853,231920.9609341246,3619007.164472495
1749556877118,2.9814606730138897,231854.8400148359,3708935.7816928034
1749560468428,2.956777900803065,222839.01890319592,3668880.63534735
1749564191255,2.91477821168491,217765.40011106376,3626206.6782667334
1749567791022,2.6637651114336833,332955.98981429025,3309878.5387723497
