date,investment,index_value,shares_bought,total_invested,total_shares
2018-01-01,1000.000000,1000.000000,1.000000,1000.000000,1.000000
2018-02-01,1000.000000,791.868932,1.262835,2000.000000,2.262835
2018-03-01,1000.000000,705.747006,1.416938,3000.000000,3.679774
2018-04-01,1000.000000,421.544574,2.372228,4000.000000,6.052002
2018-05-01,1000.000000,647.240351,1.545021,5000.000000,7.597023
2018-06-01,1000.000000,517.983533,1.930563,6000.000000,9.527586
2018-07-01,1000.000000,413.983042,2.415558,7000.000000,11.943144
2018-08-01,1000.000000,458.299009,2.181982,8000.000000,14.125126
2018-09-01,1000.000000,380.397337,2.628830,9000.000000,16.753956
2018-10-01,1000.000000,375.194551,2.665284,10000.000000,19.419240
2018-11-01,1000.000000,343.630089,2.910106,11000.000000,22.329346
2018-12-01,1000.000000,218.117623,4.584682,12000.000000,26.914028
2019-01-01,1000.000000,207.512704,4.818982,13000.000000,31.733010
2019-02-01,1000.000000,188.424515,5.307165,14000.000000,37.040175
2019-03-01,1000.000000,214.368694,4.664860,15000.000000,41.705036
2019-04-01,1000.000000,235.276308,4.250322,16000.000000,45.955357
2019-05-01,1000.000000,288.308043,3.468512,17000.000000,49.423870
2019-06-01,1000.000000,465.990213,2.145968,18000.000000,51.569837
2019-07-01,1000.000000,541.804400,1.845685,19000.000000,53.415522
2019-08-01,1000.000000,480.033644,2.083187,20000.000000,55.498709
2019-09-01,1000.000000,437.772852,2.284290,21000.000000,57.782999
2019-10-01,1000.000000,386.279216,2.588801,22000.000000,60.371800
2019-11-01,1000.000000,429.054319,2.330707,23000.000000,62.702507
2019-12-01,1000.000000,352.967248,2.833124,24000.000000,65.535631
2020-01-01,1000.000000,329.763896,3.032473,25000.000000,68.568104
2020-02-01,1000.000000,443.843742,2.253045,26000.000000,70.821149
2020-03-01,1000.000000,419.978065,2.381077,27000.000000,73.202226
2020-04-01,1000.000000,307.171186,3.255514,28000.000000,76.457739
2020-05-01,1000.000000,414.260560,2.413940,29000.000000,78.871679
2020-06-01,1000.000000,450.688774,2.218826,30000.000000,81.090505
2020-07-01,1000.000000,434.227976,2.302938,31000.000000,83.393443
2020-08-01,1000.000000,563.782370,1.773734,32000.000000,85.167177
2020-09-01,1000.000000,609.185635,1.641536,33000.000000,86.808713
2020-10-01,1000.000000,544.452358,1.836708,34000.000000,88.645421
2020-11-01,1000.000000,663.060561,1.508158,35000.000000,90.153579
2020-12-01,1000.000000,985.012156,1.015216,36000.000000,91.168795
2021-01-01,1000.000000,1329.863255,0.751957,37000.000000,91.920752
2021-02-01,1000.000000,1678.730558,0.595688,38000.000000,92.516440
2021-03-01,1000.000000,2297.423287,0.435270,39000.000000,92.951710
2021-04-01,1000.000000,2990.560786,0.334385,40000.000000,93.286095
2021-05-01,1000.000000,3453.806937,0.289536,41000.000000,93.575631
2021-06-01,1000.000000,2520.734828,0.396710,42000.000000,93.972341
2021-07-01,1000.000000,2222.668286,0.449910,43000.000000,94.422250
2021-08-01,1000.000000,2535.284896,0.394433,44000.000000,94.816683
2021-09-01,1000.000000,3227.276695,0.309859,45000.000000,95.126542
2021-10-01,1000.000000,2920.658649,0.342389,46000.000000,95.468931
2021-11-01,1000.000000,4072.143517,0.245571,47000.000000,95.714502
2021-12-01,1000.000000,3964.978397,0.252208,48000.000000,95.966710
2022-01-01,1000.000000,3240.731942,0.308572,49000.000000,96.275282
2022-02-01,1000.000000,2526.737938,0.395767,50000.000000,96.671049
2022-03-01,1000.000000,2810.511327,0.355807,51000.000000,97.026856
2022-04-01,1000.000000,3053.818653,0.327459,52000.000000,97.354315
2022-05-01,1000.000000,2499.924814,0.400012,53000.000000,97.754327
2022-06-01,1000.000000,1953.785154,0.511827,54000.000000,98.266154
2022-07-01,1000.000000,1176.480825,0.849993,55000.000000,99.116147
2022-08-01,1000.000000,1533.855812,0.651952,56000.000000,99.768099
2022-09-01,1000.000000,1353.169391,0.739006,57000.000000,100.507104
2022-10-01,1000.000000,1296.431598,0.771348,58000.000000,101.278453
2022-11-01,1000.000000,1429.103255,0.699740,59000.000000,101.978192
2022-12-01,1000.000000,1199.912507,0.833394,60000.000000,102.811586
2023-01-01,1000.000000,1105.755190,0.904359,61000.000000,103.715945
2023-02-01,1000.000000,1501.079625,0.666187,62000.000000,104.382133
2023-03-01,1000.000000,1513.840460,0.660572,63000.000000,105.042704
2023-04-01,1000.000000,1785.517231,0.560062,64000.000000,105.602766
2023-05-01,1000.000000,1831.657422,0.545954,65000.000000,106.148720
2023-06-01,1000.000000,1737.348120,0.575590,66000.000000,106.724310
2023-07-01,1000.000000,1839.664903,0.543577,67000.000000,107.267887
2023-08-01,1000.000000,1805.180300,0.553961,68000.000000,107.821848
2023-09-01,1000.000000,1590.219676,0.628844,69000.000000,108.450692
2023-10-01,1000.000000,1642.254206,0.608919,70000.000000,109.059611
