date,investment,index_value,shares_bought,total_invested,total_shares
2018-01-01,1000.000000,1000.000000,1.000000,1000.000000,1.000000
2018-02-01,1000.000000,780.800614,1.280737,2000.000000,2.280737
2018-03-01,1000.000000,704.226431,1.419998,3000.000000,3.700735
2018-04-01,1000.000000,423.723121,2.360032,4000.000000,6.060766
2018-05-01,1000.000000,633.392003,1.578801,5000.000000,7.639567
2018-06-01,1000.000000,512.232410,1.952239,6000.000000,9.591806
2018-07-01,1000.000000,417.168232,2.397114,7000.000000,11.988921
2018-08-01,1000.000000,463.318074,2.158344,8000.000000,14.147265
2018-09-01,1000.000000,386.735123,2.585749,9000.000000,16.733014
2018-10-01,1000.000000,381.480051,2.621369,10000.000000,19.354383
2018-11-01,1000.000000,351.069734,2.848437,11000.000000,22.202820
2018-12-01,1000.000000,221.292198,4.518912,12000.000000,26.721732
2019-01-01,1000.000000,211.442357,4.729421,13000.000000,31.451154
2019-02-01,1000.000000,191.392192,5.224874,14000.000000,36.676027
2019-03-01,1000.000000,218.070608,4.585671,15000.000000,41.261698
2019-04-01,1000.000000,234.525783,4.263924,16000.000000,45.525621
2019-05-01,1000.000000,288.577486,3.465274,17000.000000,48.990895
2019-06-01,1000.000000,468.133786,2.136141,18000.000000,51.127037
2019-07-01,1000.000000,556.072151,1.798328,19000.000000,52.925365
2019-08-01,1000.000000,495.833640,2.016805,20000.000000,54.942170
2019-09-01,1000.000000,456.786235,2.189208,21000.000000,57.131378
2019-10-01,1000.000000,404.721610,2.470834,22000.000000,59.602212
2019-11-01,1000.000000,447.780488,2.233237,23000.000000,61.835449
2019-12-01,1000.000000,368.268076,2.715413,24000.000000,64.550862
2020-01-01,1000.000000,345.084069,2.897845,25000.000000,67.448707
2020-02-01,1000.000000,458.173899,2.182577,26000.000000,69.631284
2020-03-01,1000.000000,432.965613,2.309652,27000.000000,71.940937
2020-04-01,1000.000000,318.997486,3.134821,28000.000000,75.075758
2020-05-01,1000.000000,430.943180,2.320492,29000.000000,77.396249
2020-06-01,1000.000000,469.670333,2.129153,30000.000000,79.525402
2020-07-01,1000.000000,452.093790,2.211930,31000.000000,81.737332
2020-08-01,1000.000000,583.610273,1.713472,32000.000000,83.450805
2020-09-01,1000.000000,627.473820,1.593692,33000.000000,85.044497
2020-10-01,1000.000000,562.128504,1.778953,34000.000000,86.823449
2020-11-01,1000.000000,691.732970,1.445645,35000.000000,88.269094
2020-12-01,1000.000000,1030.396034,0.970501,36000.000000,89.239595
2021-01-01,1000.000000,1409.969419,0.709235,37000.000000,89.948830
2021-02-01,1000.000000,1764.980249,0.566579,38000.000000,90.515408
2021-03-01,1000.000000,2404.025457,0.415969,39000.000000,90.931377
2021-04-01,1000.000000,3122.929793,0.320212,40000.000000,91.251589
2021-05-01,1000.000000,3505.731133,0.285247,41000.000000,91.536837
2021-06-01,1000.000000,2540.658505,0.393599,42000.000000,91.930435
2021-07-01,1000.000000,2277.231767,0.439130,43000.000000,92.369565
2021-08-01,1000.000000,2624.587426,0.381012,44000.000000,92.750577
2021-09-01,1000.000000,3274.108685,0.305427,45000.000000,93.056004
2021-10-01,1000.000000,2937.347821,0.340443,46000.000000,93.396447
2021-11-01,1000.000000,4075.887695,0.245345,47000.000000,93.641792
2021-12-01,1000.000000,3998.785671,0.250076,48000.000000,93.891868
2022-01-01,1000.000000,3245.732298,0.308097,49000.000000,94.199965
2022-02-01,1000.000000,2550.015210,0.392155,50000.000000,94.592120
2022-03-01,1000.000000,2831.445855,0.353176,51000.000000,94.945296
2022-04-01,1000.000000,3058.388576,0.326970,52000.000000,95.272266
2022-05-01,1000.000000,2536.655134,0.394220,53000.000000,95.666486
2022-06-01,1000.000000,2034.618752,0.491493,54000.000000,96.157978
2022-07-01,1000.000000,1209.454130,0.826819,55000.000000,96.984798
2022-08-01,1000.000000,1584.644972,0.631056,56000.000000,97.615854
2022-09-01,1000.000000,1402.253941,0.713138,57000.000000,98.328991
2022-10-01,1000.000000,1341.149121,0.745629,58000.000000,99.074621
2022-11-01,1000.000000,1467.207492,0.681567,59000.000000,99.756187
2022-12-01,1000.000000,1240.586096,0.806071,60000.000000,100.562258
2023-01-01,1000.000000,1147.805479,0.871228,61000.000000,101.433486
2023-02-01,1000.000000,1546.709530,0.646534,62000.000000,102.080020
2023-03-01,1000.000000,1557.959938,0.641865,63000.000000,102.721885
2023-04-01,1000.000000,1872.001467,0.534188,64000.000000,103.256072
2023-05-01,1000.000000,1923.539675,0.519875,65000.000000,103.775947
2023-06-01,1000.000000,1826.260336,0.547567,66000.000000,104.323514
2023-07-01,1000.000000,1943.132020,0.514633,67000.000000,104.838147
2023-08-01,1000.000000,1899.668949,0.526408,68000.000000,105.364555
2023-09-01,1000.000000,1674.466389,0.597205,69000.000000,105.961760
2023-10-01,1000.000000,1725.844826,0.579426,70000.000000,106.541186
2023-11-01,1000.000000,2118.731290,0.471981,71000.000000,107.013167
2023-12-01,1000.000000,2335.103559,0.428247,72000.000000,107.441414
2024-01-01,1000.000000,2659.056166,0.376073,73000.000000,107.817487
2024-02-01,1000.000000,2656.814503,0.376391,74000.000000,108.193877
2024-03-01,1000.000000,3813.418566,0.262232,75000.000000,108.456109
2024-04-01,1000.000000,4458.911488,0.224270,76000.000000,108.680379
2024-05-01,1000.000000,3772.424966,0.265081,77000.000000,108.945461
2024-06-01,1000.000000,4293.768819,0.232896,78000.000000,109.178356
2024-07-01,1000.000000,3973.121923,0.251691,79000.000000,109.430048
2024-08-01,1000.000000,4038.221417,0.247634,80000.000000,109.677681
2024-09-01,1000.000000,3553.313090,0.281427,81000.000000,109.959109
2024-10-01,1000.000000,3795.245260,0.263488,82000.000000,110.222596
2024-11-01,1000.000000,4086.620394,0.244701,83000.000000,110.467297
2024-12-01,1000.000000,5800.832869,0.172389,84000.000000,110.639686
2025-01-01,1000.000000,5564.365676,0.179715,85000.000000,110.819401
2025-02-01,1000.000000,6095.496293,0.164056,86000.000000,110.983457
2025-03-01,1000.000000,4829.904652,0.207043,87000.000000,111.190500
2025-04-01,1000.000000,4614.313695,0.216717,88000.000000,111.407217
