timestamp,price,volume,market_cap,date,coin_id,rank
1586563200000,6864.694257,37828011010.901604,125740858699.275513,2020-04-11,bitcoin,1
1586563200000,157.740158,14135915530.589355,17375118634.991734,2020-04-11,ethereum,2
1586563200000,0.188429,2101666681.991302,8286901072.887856,2020-04-11,ripple,3
1586563200000,1.001752,51970144128.445389,6360286245.591112,2020-04-11,tether,4
1586563200000,232.865366,4047229942.504911,4270428713.895145,2020-04-11,bitcoin-cash,5
1586563200000,185.962302,3365219197.257793,3397057347.855892,2020-04-11,bitcoin-cash-sv,6
1586563200000,42.127716,3197151628.182344,2716126932.301336,2020-04-11,litecoin,7
1586563200000,2.492419,3005116048.564463,2326843347.860031,2020-04-11,eos,8
1586563200000,13.718826,339027340.515059,2073910713.842926,2020-04-11,binancecoin,9
1586563200000,1.901950,215475665.350839,1344907136.727561,2020-04-11,tezos,10
1586563200000,4.554758,142696911.052217,1290371958.916731,2020-04-11,okb,11
1586563200000,3.210196,662303577.116344,1167451627.098010,2020-04-11,chainlink,12
1586563200000,0.033551,161039582.508610,1042324486.836352,2020-04-11,cardano,13
1586563200000,1.020686,9195446.182602,1000703411.070157,2020-04-11,leo-token,14
1586563200000,0.047687,395516319.983730,968339290.919211,2020-04-11,stellar,15
1586563200000,53.720852,131387652.162512,941081078.627554,2020-04-11,monero,16
1586563200000,0.012504,1179810214.780090,822081286.154418,2020-04-11,tron,17
1586563200000,0.999907,764121123.328966,710557996.572030,2020-04-11,usd-coin,18
1586563200000,0.049563,6586184.679679,704075888.526181,2020-04-11,crypto-com-chain,19
1586563200000,74.130915,923653676.761080,699610399.704371,2020-04-11,dash,20
1586563200000,5.242108,1826915001.593901,608755521.926130,2020-04-11,ethereum-classic,21
1586563200000,7.285537,336520945.144967,512976220.862602,2020-04-11,neo,22
1586563200000,0.161101,11175739.502563,447804645.824695,2020-04-11,iota,23
1586563200000,2.302253,148965135.126603,427143173.793021,2020-04-11,cosmos,24
1586563200000,36.162610,595678849.927024,352449667.110456,2020-04-11,zcash,25
