date,coin_id,price,volume,market_cap,timestamp,rank
2019-10-15,hedera-hashgraph,0.037218016552009,5511079.714062539,23765408.661552977,1571097600000,63
2019-10-15,tokenize-xchange,0.2347799500350752,1952558.8041710944,18994741.501097456,1571097600000,64
2019-10-15,gas,1.3120934887032478,903332.09927604,18284157.325158533,1571097600000,65
2019-10-15,harmony,0.0061960514905735,3808348.7288183104,17191294.595917337,1571097600000,66
2019-10-15,gnosis,15.25783061270782,30892.217016392624,16823717.019231845,1571097600000,67
2019-10-15,chiliz,0.0053225839730528,2175413.2514263275,15984263.975548685,1571097600000,68
2019-10-15,singularitynet,0.0222849794725154,643869.4757458156,15943753.74878328,1571097600000,69
2019-10-15,fetch-ai,0.0460180276622341,11506330.149134267,15669367.31598906,1571097600000,70
2019-10-15,reserve-rights-token,0.0021573952101814,1319859.2850090477,14731644.644705163,1571097600000,71
2019-10-15,telcoin,0.000428033470854,181229.91761067035,14707834.056799311,1571097600000,72
2019-10-15,stasis-eurs,1.0956922609175466,1095377.6833285133,13467153.57893757,1571097600000,73
2019-10-15,request-network,0.0139395862357767,259800.72420159963,10173354.062457357,1571097600000,74
2019-10-15,ankr,0.0023386667796889,1367716.2380767732,9365047.082491826,1571097600000,75
2019-10-15,gemini-dollar,0.9965301530087766,2501424.8597459774,9211562.38214904,1571097600000,76
2019-10-15,vethor-token,0.0004189567398093,514311.7078538881,6838179.757355626,1571097600000,77
2019-10-15,band-protocol,0.4286656048763566,2250052.485401589,6714063.551536686,1571097600000,78
2019-10-15,swftcoin,0.0010938156542348,1895596.1664969232,4382324.529285088,1571097600000,79
2019-10-15,stp-network,0.008302873412325,850398.4951226381,4098889.8247076888,1571097600000,80
2019-10-15,xyo-network,0.0004257274870018,2534.7418727841778,3406631.1688985564,1571097600000,81
2019-10-15,bitmart-token,0.023403272543238,1003875.9797294209,3261479.149042296,1571097600000,82
2019-10-15,origintrail,0.0104101485523496,49544.62683114289,2990482.536327041,1571097600000,83
2019-10-15,verus-coin,0.0626173380794238,2637.8622768003743,2867241.9665013286,1571097600000,84
2019-10-15,zano,0.2169970978767906,6189.445434684497,2569195.2781747268,1571097600000,85
2019-10-15,coinex-token,0.0237176533211177,5559870.33100975,2201950.871397921,1571097600000,86
2019-10-15,thorchain,0.0163132571416446,465236.4780563566,1625380.1996726869,1571097600000,87
2019-10-15,coti,0.0097950250190088,752050.1247585342,968384.356513719,1571097600000,88
2019-10-15,prometeus,0.1704970201647045,417084.7024867812,656412.8456460317,1571097600000,89
2019-10-15,tellor,1.036014980070712,1418.6950889987447,0.0,1571097600000,90
2019-10-15,theta-fuel,0.0035409196650843,444837.4798652143,0.0,1571097600000,91
2019-10-15,livepeer,2.687735761128017,43589.88284120298,0.0,1571097600000,92
2019-10-15,wrapped-bitcoin,8337.902900239653,88349.99180988633,0.0,1571097600000,93
2019-10-15,pax-gold,1530.453598855443,1852175.819191492,0.0,1571097600000,94
2019-10-15,weth,186.4692320105748,302829.9491071189,0.0,1571097600000,95
2019-10-15,pay-coin,0.1484358809056759,171832.11374411537,0.0,1571097600000,96
2019-10-15,xdce-crowd-sale,0.0013500400644273,140441.297264165,0.0,1571097600000,97
2019-10-15,swissborg,0.0088408304158343,24669.483799442023,0.0,1571097600000,98
2019-10-15,orbs,0.0106962513529284,625569.3842776858,0.0,1571097600000,99
2019-10-15,mx-token,0.1391135986898643,10494550.844316157,0.0,1571097600000,100
2019-10-15,newton-project,0.0029369050339689,4279226.698534637,0.0,1571097600000,101
2019-10-15,bora,0.0095994439814448,127968.91445808174,0.0,1571097600000,102
2019-10-15,beldex,0.0647285240068485,557793.9753061185,0.0,1571097600000,103
2019-10-15,kusama,4.797545253588946,17457.6319828186,0.0,1571097600000,104
2019-10-15,rocket-pool,0.4154669960438145,427.12628950766384,0.0,1571097600000,105
2019-10-15,gatechain-token,0.5347334932906975,7431373.488304848,0.0,1571097600000,106
