timestamp,price,volume,market_cap,date,coin_id,rank
1686182400000,26346.244545,14723854336.09437,510979921090.6338,2023-06-08,bitcoin,1
1686182400000,1832.320403,8474108659.099132,220285044251.91275,2023-06-08,ethereum,2
1686182400000,0.999849,26966533466.848427,83294694375.8993,2023-06-08,tether,3
1686182400000,259.225298,1054077548.522625,40930547462.14595,2023-06-08,binancecoin,4
1686182400000,0.999801,4107367286.66376,28513773615.118935,2023-06-08,usd-coin,5
1686182400000,0.520862,1857008228.855628,27086725457.874634,2023-06-08,ripple,6
1686182400000,1830.287258,30035227.537575,13079631108.971638,2023-06-08,staked-ether,7
1686182400000,0.322391,412340334.794702,11295255695.123688,2023-06-08,cardano,8
1686182400000,0.067415,371611884.568522,9413229812.22372,2023-06-08,dogecoin,9
1686182400000,18.649409,412771478.263925,7429398031.748883,2023-06-08,solana,10
1686182400000,0.765872,380465231.239578,7111104598.657874,2023-06-08,matic-network,11
1686182400000,0.076755,359151412.966837,6919972370.564394,2023-06-08,tron,12
1686182400000,88.851265,571983245.19552,6492277830.374296,2023-06-08,litecoin,13
1686182400000,5.021329,122563303.893585,6229266860.507048,2023-06-08,polkadot,14
1686182400000,1.000478,725926201.289716,4898427855.167426,2023-06-08,binance-usd,15
1686182400000,14.030547,176316101.925079,4839839257.907465,2023-06-08,avalanche-2,16
1686182400000,8e-06,113226122.672928,4657470000.767376,2023-06-08,shiba-inu,17
1686182400000,1.000575,144169751.776448,4569906860.68949,2023-06-08,dai,18
1686182400000,26366.923329,148989121.16066,4127738786.394805,2023-06-08,wrapped-bitcoin,19
1686182400000,4.540026,53687666.954717,3418869249.425959,2023-06-08,uniswap,20
1686182400000,3.512925,165290.950963,3266018367.012604,2023-06-08,leo-token,21
1686182400000,5.915216,165591273.815371,3058163228.49928,2023-06-08,chainlink,22
1686182400000,9.420509,87985824.943846,2755486850.066667,2023-06-08,cosmos,23
1686182400000,44.740138,6143582.580186,2684982734.321742,2023-06-08,okb,24
1686182400000,145.056819,72677821.564567,2632487673.020761,2023-06-08,monero,25
1686182400000,1.638473,8426947.599642,2414421897.150225,2023-06-08,the-open-network,26
1686182400000,16.905406,75714630.084527,2388076980.708475,2023-06-08,ethereum-classic,27
1686182400000,0.087576,47751038.997933,2351192397.132196,2023-06-08,stellar,28
1686182400000,111.200034,80241401.818243,2157342743.424759,2023-06-08,bitcoin-cash,29
1686182400000,0.999613,368121515.255907,2040484805.63835,2023-06-08,true-usd,30
1686182400000,2.27764,84051588.637094,2004509554.060541,2023-06-08,lido-dao,31
1686182400000,4.195424,24909414.472587,1830398459.938268,2023-06-08,internet-computer,32
1686182400000,4.13216,102808210.39173,1772295655.033222,2023-06-08,filecoin,33
1686182400000,112.210359,23054338.072241,1632133995.453941,2023-06-08,quant-network,34
1686182400000,7.698849,74930236.611229,1541963310.338368,2023-06-08,aptos,35
1686182400000,0.058932,12114808.465303,1538785888.544362,2023-06-08,crypto-com-chain,36
1686182400000,0.048569,26054074.900619,1536254826.457312,2023-06-08,hedera-hashgraph,37
1686182400000,1.125316,217092988.195944,1433896317.628246,2023-06-08,arbitrum,38
1686182400000,1.417844,68534905.002788,1295374541.978089,2023-06-08,near,39
1686182400000,0.017767,53207731.934551,1291948151.526777,2023-06-08,vechain,40
1686182400000,2.897705,111914563.162014,1067591658.578609,2023-06-08,apecoin,41
1686182400000,0.113447,47515962.284332,1022003396.557132,2023-06-08,the-graph,42
1686182400000,0.999391,11036617.868868,1006927557.26922,2023-06-08,paxos-standard,43
1686182400000,1.000682,3659791.087883,1004762321.141843,2023-06-08,frax,44
1686182400000,0.863143,97139789.591935,956027325.833401,2023-06-08,eos,45
1686182400000,47.116234,4276336.913396,915099072.529251,2023-06-08,rocket-pool,46
1686182400000,0.125852,64533077.485505,913071507.103363,2023-06-08,algorand,47
1686182400000,0.492756,149373646.716318,912348551.873456,2023-06-08,the-sandbox,48
1686182400000,35.307901,17149967.810692,901151360.719507,2023-06-08,elrond-erd-2,49
1686182400000,0.64188,96553510.570392,890850975.873344,2023-06-08,blockstack,50
1686182400000,1.371284,174473929.209307,884054498.66173,2023-06-08,optimism,51
1686182400000,1967.839075,849988.023332,853398651.884303,2023-06-08,rocket-pool-eth,52
1686182400000,59.092758,45082501.212687,852316249.726108,2023-06-08,aave,53
1686182400000,2.218381,103451808.642205,812784333.43356,2023-06-08,render-token,54
1686182400000,0.849604,16879607.669909,793002231.63592,2023-06-08,tezos,55
1686182400000,0.420916,87515441.016444,767700514.305116,2023-06-08,decentraland,56
1686182400000,0.756157,10950110.673284,755977755.044745,2023-06-08,theta-token,57
1686182400000,0.998936,15981565.690737,746205013.015563,2023-06-08,usdd,58
1686182400000,6.273017,55055059.81979,725533843.02627,2023-06-08,axie-infinity,59
1686182400000,0.06863,3860507.784537,699064328.834678,2023-06-08,radix,60
1686182400000,4.820627,6376946.245752,694887794.999912,2023-06-08,whitebit,61
1686182400000,0.681925,21744727.566841,681121815.632281,2023-06-08,immutable-x,62
1686182400000,2.103914,27483244.903032,670043171.632389,2023-06-08,havven,63
1686182400000,0.473711,17649602.549836,663810557.134258,2023-06-08,bitget-token,64
1686182400000,0.633046,21347181.935088,656080834.397385,2023-06-08,flow,65
1686182400000,6.772963,2024482.601112,655662599.059341,2023-06-08,kucoin-shares,66
1686182400000,8.943819,27812369.105518,631055332.137287,2023-06-08,neo,67
1686182400000,0.025864,60643457.157953,622278675.684045,2023-06-08,gala,68
1686182400000,0.757848,39766487.580054,616421782.90868,2023-06-08,curve-dao-token,69
1686182400000,30.180261,14204319.282404,579776891.051065,2023-06-08,bitcoin-cash-sv,70
1686182400000,0.999762,449941.023871,570212694.278641,2023-06-08,gemini-dollar,71
1686182400000,4.017895,513116.072727,558655338.210149,2023-06-08,gatechain-token,72
1686182400000,0.993276,56883445.476546,555309784.622319,2023-06-08,kava,73
1686182400000,6.895358,38092454.772439,551467313.634084,2023-06-08,injective-protocol,74
1686182400000,9.4e-05,123789806.330452,550670877.548068,2023-06-08,terra-luna,75
1686182400000,36.759813,6578.611789,511992043.704112,2023-06-08,compound-ether,76
1686182400000,1e-06,15544019.163673,502535156.770904,2023-06-08,bittorrent,77
1686182400000,0.180335,9090148.830619,501111414.81888,2023-06-08,iota,78
1686182400000,6.260711,8607464.099409,499824541.164503,2023-06-08,tokenize-xchange,79
1686182400000,1923.930785,14073863.186579,497059359.645718,2023-06-08,pax-gold,80
1686182400000,0.043861,6614814.192086,487221627.089826,2023-06-08,casper-network,81
1686182400000,0.231311,95348512.112479,485119711.079928,2023-06-08,conflux-token,82
1686182400000,1943.616905,4841874.967538,479155792.907395,2023-06-08,tether-gold,83
1686182400000,0.034336,2388479.107902,475513688.503527,2023-06-08,xdce-crowd-sale,84
1686182400000,0.086644,57403754.544402,463065473.876171,2023-06-08,chiliz,85
1686182400000,1e-06,142983072.686342,452431162.261187,2023-06-08,pepe,86
1686182400000,51.407926,11652691.2233,451069841.294794,2023-06-08,gmx,87
1686182400000,0.487213,18692206.274179,444992396.713933,2023-06-08,mina-protocol,88
1686182400000,6.122584,7979324.850777,442338075.065961,2023-06-08,frax-share,89
1686182400000,2.3e-05,2977859.11252,439621403.245466,2023-06-08,ecash,90
1686182400000,38.469865,38137585.451913,435076520.67733,2023-06-08,dash,91
1686182400000,1830.976746,2899649.983019,433633431.041647,2023-06-08,frax-ether,92
1686182400000,0.763229,122162786.769928,403156331.989689,2023-06-08,sui,93
1686182400000,0.889746,27333475.428393,370716212.513417,2023-06-08,trust-wallet-token,94
1686182400000,0.214514,18624804.585238,364500225.705987,2023-06-08,woo-network,95
1686182400000,0.644601,3482795.731406,361068274.952376,2023-06-08,nexo,96
1686182400000,51.752438,13520.534637,349788954.552938,2023-06-08,nxm,97
1686182400000,0.020956,24387652.48885,347142902.254239,2023-06-08,zilliqa,98
1686182400000,4.082157,40107439.152882,335235013.59951,2023-06-08,mask-network,99
1686182400000,1.076993,50565590.835212,322947836.717437,2023-06-08,thorchain,100
1686182400000,1.535819,39996826.92396,312143224.046453,2023-06-08,pancakeswap-token,101
1686182400000,0.018704,6949196.84143,311336717.281247,2023-06-08,flare-networks,102
1686182400000,0.25455,57705114.940541,310434176.10951,2023-06-08,singularitynet,103
1686182400000,3.085122,677973.111596,309476360.180791,2023-06-08,mx-token,104
1686182400000,0.520672,9940530.824079,308319174.731492,2023-06-08,osmosis,105
1686182400000,6.136374,8874667.473224,307475362.995147,2023-06-08,arweave,106
1686182400000,0.243693,19268368.686423,303686390.404867,2023-06-08,loopring,107
1686182400000,0.300952,16295721.043415,300838499.382117,2023-06-08,enjincoin,108
1686182400000,3.863646,2426664.732811,300631511.748227,2023-06-08,convex-finance,109
1686182400000,0.315365,22505132.679407,297366539.481153,2023-06-08,1inch,110
1686182400000,0.197608,13992969.11961,294119960.590133,2023-06-08,basic-attention-token,111
1686182400000,113.312579,1305369.277245,293905386.803432,2023-06-08,gnosis,112
1686182400000,1911.250827,2594120.965902,288726631.102788,2023-06-08,staked-frax-ether,113
1686182400000,16.071965,237856.469407,286622463.073984,2023-06-08,oec-token,114
1686182400000,0.014998,5454604.712306,269759543.859245,2023-06-08,kaspa,115
1686182400000,49.841092,8477089.23332,267226366.221037,2023-06-08,illuvium,116
1686182400000,1.645135,800707.599318,266599402.202016,2023-06-08,btse-token,117
1686182400000,2.7e-05,12344832.927957,265674809.680303,2023-06-08,floki,118
1686182400000,0.001434,10231275.730586,254783896.073712,2023-06-08,holotoken,119
1686182400000,0.049726,28279222.66419,250101194.639922,2023-06-08,oasis-network,120
1686182400000,33.140668,2358223.422747,249889271.687895,2023-06-08,chia,121
1686182400000,2.37366,13536551.307474,248470807.560296,2023-06-08,qtum,122
1686182400000,0.0,1742876.392525,247284314.603935,2023-06-08,baby-doge-coin,123
1686182400000,28.750747,20331618.758813,244465669.986163,2023-06-08,zcash,124
1686182400000,0.044962,3817992.415166,239661171.756265,2023-06-08,beldex,125
1686182400000,0.229118,43557375.286186,239187313.650877,2023-06-08,fetch-ai,126
1686182400000,26.206763,10639723.158537,235482731.483042,2023-06-08,kusama,127
1686182400000,0.038041,3616269.105294,234255014.06421,2023-06-08,theta-fuel,128
1686182400000,9.054503,15513180.597005,233385242.719362,2023-06-08,ethereum-name-service,129
1686182400000,0.461287,7790235.880022,231461112.165518,2023-06-08,celo,130
1686182400000,2.805628,364130.78487,228752259.230206,2023-06-08,escoin-token,131
1686182400000,1.027731,3389432.06709,227174597.11546,2023-06-08,ronin,132
1686182400000,0.389695,35418389.901637,220773765.51247,2023-06-08,swipe,133
1686182400000,32.097012,11234727.066056,219973825.342223,2023-06-08,compound-governance-token,134
1686182400000,0.018351,9365342.246931,218553284.604413,2023-06-08,ravencoin,135
1686182400000,0.746698,49690970.836311,213176506.93904,2023-06-08,terra-luna-2,136
1686182400000,0.202477,7619056.987969,212940812.06905,2023-06-08,audius,137
1686182400000,0.218553,6745277.540787,209631658.143998,2023-06-08,icon,138
1686182400000,0.423293,28301922.642258,207484662.192962,2023-06-08,blur,139
1686182400000,10.558521,433717.623316,206238483.0281,2023-06-08,olympus,140
1686182400000,4.931176,3587337.089914,204300136.6245,2023-06-08,balancer,141
1686182400000,1.39327,681940.826169,202114755.169847,2023-06-08,helium,142
1686182400000,0.021359,3892198.000441,202001501.021312,2023-06-08,iotex,143
1686182400000,0.231657,30492841.289673,201028660.718699,2023-06-08,stepn,144
1686182400000,0.02257,21891276.366614,200629777.746569,2023-06-08,just,145
1686182400000,13.30406,773835.148543,199600093.969885,2023-06-08,decred,146
1686182400000,5977.084728,13976336.752838,197311290.035234,2023-06-08,yearn-finance,147
1686182400000,0.00413,27888181.410122,196434841.006894,2023-06-08,jasmycoin,148
1686182400000,0.023365,19813813.151224,191020592.068197,2023-06-08,ankr,149
1686182400000,0.187473,4378573.109979,187770129.235578,2023-06-08,golem,150
1686182400000,0.861152,29493361.476277,186647312.408807,2023-06-08,magic,151
1686182400000,0.042111,5037039.298535,186187172.098361,2023-06-08,astar,152
1686182400000,1.684576,11298681.761631,182337386.937125,2023-06-08,ethereum-pow-iou,153
1686182400000,0.767309,4600183.032051,176387958.816565,2023-06-08,bone-shibaswap,154
1686182400000,0.195551,9753581.481379,173088323.433026,2023-06-08,ontology,155
1686182400000,0.200676,9418599.749629,170012725.187291,2023-06-08,0x,156
1686182400000,0.262191,3607254.959752,169554122.931049,2023-06-08,moonbeam,157
1686182400000,0.669602,4097083.457298,169021598.43143,2023-06-08,wemix-token,158
1686182400000,0.000603,658999.610942,163287168.261875,2023-06-08,ecomi,159
1686182400000,0.008536,6123062.553504,159795105.848543,2023-06-08,iostoken,160
1686182400000,0.04798,2716510.185351,158871790.391234,2023-06-08,wax,161
1686182400000,7.467186,20794079.708654,157044686.074205,2023-06-08,ordinals,162
1686182400000,1.567198,55005430.592357,156777926.032225,2023-06-08,waves,163
1686182400000,0.012595,16665420.923533,155141045.959427,2023-06-08,harmony,164
1686182400000,1.21018,7358557.277711,152971253.106465,2023-06-08,band-protocol,165
1686182400000,26309.584385,7940051.638634,151781348.49921,2023-06-08,bitcoin-avalanche-bridged-btc-b,166
1686182400000,0.00295,5379182.669582,151473147.939025,2023-06-08,siacoin,167
1686182400000,0.33709,20712148.786145,146182289.582426,2023-06-08,ocean-protocol,168
1686182400000,0.612975,5305495.338216,143685958.554791,2023-06-08,kadena,169
1686182400000,20.140908,14006593.864391,142663691.475725,2023-06-08,ssv-network,170
1686182400000,0.41098,26867276.439932,140409323.493775,2023-06-08,joe,171
1686182400000,0.725526,25461063.581352,139937761.835332,2023-06-08,sushi,172
1686182400000,0.140362,1813945.086701,139447259.379301,2023-06-08,bora,173
1686182400000,0.300273,11186970.043551,138819582.827453,2023-06-08,aelf,174
1686182400000,0.375096,4920611.524019,138691978.862489,2023-06-08,safepal,175
1686182400000,0.029899,7561138.740525,135597270.929207,2023-06-08,skale,176
1686182400000,0.624185,1348345.868333,133544964.816179,2023-06-08,akash-network,177
1686182400000,4.750416,38883083.556252,132965849.871945,2023-06-08,livepeer,178
1686182400000,1.067455,3719731.160228,132481679.881562,2023-06-08,stasis-eurs,179
1686182400000,0.444693,9208157.650873,132214047.668945,2023-06-08,zelcash,180
1686182400000,0.235047,2021309.616469,130697620.857191,2023-06-08,biconomy,181
1686182400000,1.467837,311773.554944,130439699.210257,2023-06-08,bitkub-coin,182
1686182400000,1834.791209,1945067.487427,130125812.563793,2023-06-08,wrapped-beacon-eth,183
1686182400000,4.25346,8194995.786408,129442064.260007,2023-06-08,gains-network,184
1686182400000,0.281772,49235.062981,128768288.475701,2023-06-08,tribe-2,185
